20250927T115036.00-0300,-29.246020,-50.921432,0.07,8,778.80,0.99,,,
20250927T115037.00-0300,-29.246021,-50.921430,0.43,8,778.30,0.99,,,
20250927T115039.00-0300,-29.246022,-50.921430,0.74,8,778.50,0.99,,,
20250927T115040.00-0300,-29.246021,-50.921432,0.07,8,778.50,0.99,,,
20250927T115041.00-0300,-29.246020,-50.921433,0.37,8,778.60,0.99,,,
20250927T115042.00-0300,-29.246017,-50.921440,1.20,8,778.70,0.99,,,
20250927T115043.00-0300,-29.246016,-50.921441,0.63,8,778.80,0.99,,,
20250927T115044.00-0300,-29.246017,-50.921442,1.35,8,778.60,0.99,,,
20250927T115045.00-0300,-29.246018,-50.921440,1.39,8,778.40,0.99,,,
20250927T115046.00-0300,-29.246017,-50.921442,0.37,8,778.80,0.99,,,
20250927T115048.00-0300,-29.246010,-50.921447,1.85,8,779.90,0.99,,,
20250927T115049.00-0300,-29.246008,-50.921447,0.48,8,780.20,0.99,,,
20250927T115050.00-0300,-29.246005,-50.921450,0.83,8,781.10,0.99,,,
20250927T115051.00-0300,-29.246007,-50.921449,0.52,8,780.30,0.99,,,
20250927T115052.00-0300,-29.246006,-50.921452,0.59,8,780.10,0.99,,,
20250927T115053.00-0300,-29.246004,-50.921456,0.48,8,780.80,0.99,,,
20250927T115054.00-0300,-29.246005,-50.921456,0.13,8,780.60,0.99,,,
20250927T115055.00-0300,-29.246004,-50.921457,0.17,8,780.80,0.99,,,
20250927T115057.00-0300,-29.246005,-50.921461,0.52,8,781.60,0.99,,,
20250927T115058.00-0300,-29.246004,-50.921462,0.74,8,781.60,0.99,,,
20250927T115059.00-0300,-29.246001,-50.921463,0.33,8,782.30,0.99,,,
20250927T115100.00-0300,-29.245997,-50.921465,0.20,8,783.10,0.99,,,
20250927T115101.00-0300,-29.245993,-50.921468,0.43,9,783.90,0.99,,,
20250927T115102.00-0300,-29.245998,-50.921467,0.43,9,782.10,0.99,,,
20250927T115103.00-0300,-29.245994,-50.921469,0.63,9,782.90,0.99,,,
20250927T115105.00-0300,-29.245988,-50.921472,0.28,9,783.10,0.99,,,
20250927T115106.00-0300,-29.245985,-50.921473,0.15,9,783.20,0.99,,,
20250927T115107.00-0300,-29.245982,-50.921474,0.26,9,783.30,0.99,,,
20250927T115108.00-0300,-29.245976,-50.921475,0.61,9,784.00,0.99,,,
20250927T115109.00-0300,-29.245971,-50.921475,0.85,9,784.40,0.99,,,
20250927T115110.00-0300,-29.245970,-50.921472,0.48,9,784.10,0.99,,,
20250927T115111.00-0300,-29.245966,-50.921471,0.39,9,784.60,0.99,,,
20250927T115113.00-0300,-29.245958,-50.921469,0.11,9,785.20,0.99,,,
20250927T115114.00-0300,-29.245955,-50.921467,0.17,9,785.90,0.99,,,
20250927T115115.00-0300,-29.245951,-50.921466,0.17,9,786.50,0.99,,,
20250927T115116.00-0300,-29.245948,-50.921464,0.85,9,787.00,0.99,,,
20250927T115117.00-0300,-29.245945,-50.921462,0.80,9,787.40,0.99,,,
20250927T115118.00-0300,-29.245942,-50.921462,0.37,9,788.00,0.99,,,
20250927T115119.00-0300,-29.245939,-50.921461,0.02,9,788.50,0.99,,,
20250927T115121.00-0300,-29.245937,-50.921459,0.35,8,788.20,1.66,,,
20250927T115122.00-0300,-29.245937,-50.921459,0.30,7,788.00,1.68,,,
20250927T115123.00-0300,-29.245937,-50.921458,0.09,7,787.80,1.68,,,
20250927T115124.00-0300,-29.245937,-50.921457,0.35,7,787.80,1.68,,,
20250927T115125.00-0300,-29.245942,-50.921451,0.20,8,786.50,0.99,,,
20250927T115126.00-0300,-29.245947,-50.921445,0.20,8,785.50,0.99,,,
20250927T115127.00-0300,-29.245951,-50.921441,0.06,8,784.80,0.99,,,
20250927T115129.00-0300,-29.245960,-50.921430,0.69,8,784.00,0.99,,,
20250927T115130.00-0300,-29.245963,-50.921426,0.63,8,782.30,0.99,,,
20250927T115131.00-0300,-29.245966,-50.921421,0.06,8,781.10,0.99,,,
20250927T115132.00-0300,-29.245968,-50.921418,0.15,8,780.50,0.99,,,
20250927T115133.00-0300,-29.245970,-50.921415,0.07,8,779.40,0.99,,,
20250927T115134.00-0300,-29.245972,-50.921413,0.20,7,778.80,1.00,,,
20250927T115135.00-0300,-29.245975,-50.921409,0.50,8,778.40,1.04,,,
20250927T115136.00-0300,-29.245976,-50.921406,0.30,8,778.30,1.03,,,
20250927T115138.00-0300,-29.245977,-50.921400,0.17,8,778.00,1.03,,,
20250927T115139.00-0300,-29.245977,-50.921397,0.17,9,777.70,0.99,,,
20250927T115140.00-0300,-29.245978,-50.921394,0.07,9,777.20,0.99,,,
20250927T115141.00-0300,-29.245980,-50.921392,0.24,9,776.90,0.99,,,
20250927T115142.00-0300,-29.245982,-50.921390,0.22,9,776.60,0.99,,,
20250927T115143.00-0300,-29.245984,-50.921389,0.11,9,776.40,0.99,,,
20250927T115144.00-0300,-29.245985,-50.921389,0.04,9,776.20,0.99,,,
20250927T115146.00-0300,-29.245985,-50.921389,0.19,9,775.90,0.99,,,
20250927T115147.00-0300,-29.245986,-50.921387,0.54,9,775.50,0.99,,,
20250927T115148.00-0300,-29.245985,-50.921386,0.19,9,775.40,0.99,,,
20250927T115149.00-0300,-29.245985,-50.921384,0.11,10,775.30,0.86,,,
20250927T115150.00-0300,-29.245985,-50.921385,0.17,10,775.30,0.86,,,
20250927T115151.00-0300,-29.245984,-50.921386,0.20,10,775.10,0.86,,,
20250927T115152.00-0300,-29.245983,-50.921386,0.13,9,774.90,0.86,,,
20250927T115153.00-0300,-29.245983,-50.921387,0.11,9,774.60,0.86,,,
20250927T115154.00-0300,-29.245983,-50.921387,0.07,9,774.60,0.86,,,
20250927T115156.00-0300,-29.245981,-50.921388,0.09,11,774.50,0.80,,,
20250927T115157.00-0300,-29.245980,-50.921389,0.20,11,774.40,0.80,,,
20250927T115158.00-0300,-29.245980,-50.921389,0.07,11,774.30,0.80,,,
20250927T115159.00-0300,-29.245980,-50.921390,0.07,11,774.20,0.80,,,
20250927T115200.00-0300,-29.245980,-50.921390,0.04,11,774.10,0.80,,,
20250927T115201.00-0300,-29.245980,-50.921390,0.09,11,774.00,0.80,,,
20250927T115202.00-0300,-29.245979,-50.921391,0.11,11,774.00,0.80,,,
20250927T115203.00-0300,-29.245979,-50.921392,0.02,11,773.90,0.80,,,
20250927T115205.00-0300,-29.245977,-50.921394,0.31,11,774.10,0.80,,,
20250927T115206.00-0300,-29.245976,-50.921395,0.20,11,774.30,0.80,,,
20250927T115207.00-0300,-29.245975,-50.921396,0.07,11,774.30,0.80,,,
20250927T115208.00-0300,-29.245975,-50.921397,0.00,11,774.20,0.80,,,
20250927T115209.00-0300,-29.245974,-50.921399,0.07,11,774.20,0.80,,,
20250927T115210.00-0300,-29.245973,-50.921399,0.07,11,774.20,0.80,,,
20250927T115211.00-0300,-29.245972,-50.921400,0.00,11,774.10,0.80,,,
20250927T115213.00-0300,-29.245972,-50.921402,0.11,11,774.00,0.80,,,
20250927T115214.00-0300,-29.245972,-50.921402,0.20,11,773.90,0.80,,,
20250927T115215.00-0300,-29.245971,-50.921403,0.02,11,773.90,0.80,,,
20250927T115216.00-0300,-29.245971,-50.921403,0.13,11,773.80,0.80,,,
20250927T115217.00-0300,-29.245970,-50.921404,0.26,11,774.00,0.80,,,
20250927T115218.00-0300,-29.245970,-50.921404,0.33,11,774.10,0.80,,,
20250927T115220.00-0300,-29.245972,-50.921403,0.44,11,774.30,0.80,,,
20250927T115221.00-0300,-29.245971,-50.921403,0.24,11,774.60,0.80,,,
20250927T115222.00-0300,-29.245971,-50.921404,0.22,11,774.30,0.80,,,
20250927T115223.00-0300,-29.245971,-50.921403,0.19,11,774.60,0.80,,,
20250927T115224.00-0300,-29.245970,-50.921403,0.06,11,775.00,0.80,,,
20250927T115225.00-0300,-29.245970,-50.921403,0.02,11,775.80,0.80,,,
20250927T115226.00-0300,-29.245969,-50.921404,0.13,11,776.10,0.80,,,
20250927T115227.00-0300,-29.245969,-50.921405,0.17,10,776.40,0.80,,,
20250927T115228.00-0300,-29.245969,-50.921406,0.11,11,776.60,0.80,,,
20250927T115230.00-0300,-29.245967,-50.921404,0.61,11,777.10,0.80,,,
20250927T115231.00-0300,-29.245967,-50.921404,0.33,11,778.00,0.80,,,
20250927T115232.00-0300,-29.245966,-50.921404,0.20,11,778.30,0.80,,,
20250927T115233.00-0300,-29.245964,-50.921403,0.15,11,778.80,0.80,,,
20250927T115234.00-0300,-29.245962,-50.921403,0.28,11,778.70,0.80,,,
20250927T115235.00-0300,-29.245960,-50.921403,0.07,11,779.30,0.80,,,
20250927T115236.00-0300,-29.245960,-50.921403,0.28,11,779.60,0.80,,,
20250927T115238.00-0300,-29.245960,-50.921406,0.20,11,779.60,0.80,,,
20250927T115239.00-0300,-29.245959,-50.921407,0.04,11,779.40,0.80,,,
20250927T115240.00-0300,-29.245958,-50.921408,0.43,10,779.80,0.80,,,
20250927T115241.00-0300,-29.245958,-50.921408,0.26,11,779.70,0.80,,,
20250927T115242.00-0300,-29.245957,-50.921409,0.19,11,779.60,0.80,,,
20250927T115243.00-0300,-29.245956,-50.921409,0.11,11,779.80,0.80,,,
20250927T115244.00-0300,-29.245955,-50.921409,0.11,11,780.00,0.80,,,
20250927T115245.00-0300,-29.245954,-50.921409,0.07,11,780.30,0.80,,,
20250927T115247.00-0300,-29.245953,-50.921406,0.07,11,781.00,0.80,,,
20250927T115248.00-0300,-29.245952,-50.921406,0.31,11,782.00,0.80,,,
20250927T115249.00-0300,-29.245951,-50.921405,0.19,11,782.70,0.80,,,
20250927T115250.00-0300,-29.245951,-50.921404,0.13,11,783.30,0.80,,,
20250927T115251.00-0300,-29.245950,-50.921403,0.19,11,783.90,0.80,,,
20250927T115252.00-0300,-29.245949,-50.921402,0.17,11,784.20,0.80,,,
20250927T115253.00-0300,-29.245948,-50.921401,0.09,10,785.00,0.80,,,
20250927T115254.00-0300,-29.245948,-50.921400,0.13,10,785.40,0.80,,,
20250927T115255.00-0300,-29.245947,-50.921399,0.11,10,785.70,0.81,,,
20250927T115257.00-0300,-29.245947,-50.921398,0.07,11,785.90,0.80,,,
20250927T115258.00-0300,-29.245947,-50.921397,0.04,11,786.50,0.80,,,
20250927T115259.00-0300,-29.245946,-50.921396,0.33,11,786.50,0.80,,,
20250927T115300.00-0300,-29.245946,-50.921395,0.35,11,786.40,0.80,,,
20250927T115301.00-0300,-29.245946,-50.921393,0.07,11,786.60,0.80,,,
20250927T115302.00-0300,-29.245945,-50.921393,0.11,11,786.80,0.80,,,
20250927T115303.00-0300,-29.245945,-50.921393,0.35,11,787.20,0.80,,,
20250927T115305.00-0300,-29.245944,-50.921390,0.24,11,787.20,0.87,,,
20250927T115306.00-0300,-29.245944,-50.921390,0.24,11,787.30,0.80,,,
20250927T115307.00-0300,-29.245944,-50.921389,0.17,11,787.50,0.80,,,
20250927T115308.00-0300,-29.245944,-50.921388,0.30,11,787.70,0.87,,,
20250927T115309.00-0300,-29.245944,-50.921387,0.59,11,787.80,0.80,,,
20250927T115310.00-0300,-29.245944,-50.921386,0.15,11,787.80,0.80,,,
20250927T115311.00-0300,-29.245944,-50.921386,0.11,10,787.70,0.80,,,
20250927T115313.00-0300,-29.245943,-50.921383,0.54,10,787.30,0.80,,,
20250927T115314.00-0300,-29.245941,-50.921379,1.04,10,786.40,0.80,,,
20250927T115315.00-0300,-29.245941,-50.921378,0.30,10,786.00,0.80,,,
20250927T115316.00-0300,-29.245941,-50.921378,0.54,11,785.70,0.80,,,
20250927T115317.00-0300,-29.245943,-50.921382,1.26,10,786.20,0.80,,,
20250927T115318.00-0300,-29.245943,-50.921381,0.22,10,786.00,0.80,,,
20250927T115320.00-0300,-29.245941,-50.921378,0.98,10,786.00,0.87,,,
20250927T115321.00-0300,-29.245940,-50.921377,0.56,10,786.10,0.87,,,
20250927T115322.00-0300,-29.245940,-50.921377,0.07,10,786.10,0.87,,,
20250927T115323.00-0300,-29.245940,-50.921376,0.33,10,785.80,0.87,,,
20250927T115324.00-0300,-29.245940,-50.921375,0.44,11,785.90,0.80,,,
20250927T115325.00-0300,-29.245941,-50.921376,0.91,11,786.30,0.80,,,
20250927T115326.00-0300,-29.245942,-50.921379,0.83,11,786.00,0.80,,,
20250927T115328.00-0300,-29.245943,-50.921380,0.04,11,785.90,0.80,,,
20250927T115329.00-0300,-29.245943,-50.921379,0.69,11,785.50,0.80,,,
20250927T115330.00-0300,-29.245943,-50.921378,0.54,11,785.00,0.80,,,
20250927T115331.00-0300,-29.245943,-50.921379,0.63,12,782.90,0.76,,,
20250927T115332.00-0300,-29.245944,-50.921379,0.48,12,781.60,0.76,,,
20250927T115333.00-0300,-29.245945,-50.921381,0.41,12,780.60,0.76,,,
20250927T115334.00-0300,-29.245946,-50.921381,1.09,12,778.70,0.76,,,
20250927T115336.00-0300,-29.245948,-50.921384,0.07,12,777.50,0.76,,,
20250927T115337.00-0300,-29.245949,-50.921386,0.22,12,775.80,0.76,,,
20250927T115338.00-0300,-29.245949,-50.921387,0.09,12,775.40,0.76,,,
20250927T115339.00-0300,-29.245950,-50.921387,0.07,12,775.00,0.76,,,
20250927T115340.00-0300,-29.245950,-50.921388,0.06,12,774.60,0.76,,,
20250927T115341.00-0300,-29.245951,-50.921388,0.19,12,773.60,0.76,,,
20250927T115342.00-0300,-29.245951,-50.921389,0.20,12,773.00,0.76,,,
20250927T115343.00-0300,-29.245952,-50.921390,0.70,12,772.50,0.76,,,
20250927T115345.00-0300,-29.245951,-50.921389,0.30,12,771.90,0.76,,,
20250927T115346.00-0300,-29.245953,-50.921391,0.93,12,770.00,0.76,,,
20250927T115347.00-0300,-29.245955,-50.921392,0.33,12,768.90,0.76,,,
20250927T115348.00-0300,-29.245956,-50.921392,0.65,12,767.60,0.76,,,
20250927T115349.00-0300,-29.245955,-50.921394,1.70,12,767.70,0.76,,,
20250927T115350.00-0300,-29.245955,-50.921393,0.15,12,766.70,0.76,,,
20250927T115351.00-0300,-29.245957,-50.921393,0.26,12,765.90,0.76,,,
20250927T115353.00-0300,-29.245959,-50.921393,0.46,12,764.70,0.76,,,
20250927T115354.00-0300,-29.245962,-50.921396,0.43,12,764.20,0.76,,,
20250927T115355.00-0300,-29.245963,-50.921398,0.06,12,763.90,0.76,,,
20250927T115356.00-0300,-29.245963,-50.921398,0.19,12,763.70,0.89,,,
20250927T115357.00-0300,-29.245963,-50.921398,0.09,12,764.00,0.89,,,
20250927T115358.00-0300,-29.245962,-50.921399,0.02,12,763.90,0.89,,,
20250927T115439.00-0300,-29.245949,-50.921381,0.30,11,767.00,0.77,,,
20250927T115440.00-0300,-29.245949,-50.921381,0.26,10,767.90,0.80,,,
20250927T115441.00-0300,-29.245949,-50.921382,0.46,10,768.50,0.80,,,
20250927T115442.00-0300,-29.245949,-50.921382,0.67,10,769.20,0.80,,,
20250927T115443.00-0300,-29.245951,-50.921383,0.74,10,769.80,0.80,,,
20250927T115444.00-0300,-29.245949,-50.921382,0.31,11,770.80,0.79,,,
20250927T115445.00-0300,-29.245949,-50.921381,0.20,12,771.00,0.77,,,
20250927T115446.00-0300,-29.245949,-50.921381,0.81,12,770.40,0.77,,,
20250927T115448.00-0300,-29.245950,-50.921381,0.15,12,769.30,0.76,,,
20250927T115449.00-0300,-29.245951,-50.921382,0.56,12,768.70,0.76,,,
20250927T115450.00-0300,-29.245952,-50.921383,0.39,12,768.50,0.76,,,
20250927T115451.00-0300,-29.245954,-50.921384,0.43,12,767.90,0.76,,,
20250927T115452.00-0300,-29.245955,-50.921383,0.07,12,767.90,0.76,,,
20250927T115453.00-0300,-29.245956,-50.921383,0.15,12,767.70,0.76,,,
20250927T115454.00-0300,-29.245957,-50.921384,0.13,12,767.30,0.76,,,
20250927T115456.00-0300,-29.245958,-50.921384,0.33,12,766.70,0.76,,,
20250927T115457.00-0300,-29.245958,-50.921383,0.72,12,766.30,0.76,,,
20250927T115458.00-0300,-29.245958,-50.921381,0.78,12,766.10,0.76,,,
20250927T115459.00-0300,-29.245957,-50.921380,0.70,12,766.20,0.76,,,
20250927T115500.00-0300,-29.245957,-50.921381,0.04,12,766.50,0.76,,,
20250927T115501.00-0300,-29.245960,-50.921383,0.19,12,766.30,0.76,,,
20250927T115502.00-0300,-29.245962,-50.921386,0.30,12,766.00,0.76,,,
20250927T115504.00-0300,-29.245966,-50.921393,0.20,12,765.90,0.79,,,
20250927T115505.00-0300,-29.245968,-50.921395,0.35,12,765.70,0.79,,,
20250927T115506.00-0300,-29.245969,-50.921396,0.19,12,763.50,0.76,,,
20250927T115507.00-0300,-29.245969,-50.921396,0.35,12,763.30,0.76,,,
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop,temperatura_c,umidade_pct,pressao_hPa
20250927T115508.00-0300,-29.245969,-50.921393,0.70,12,762.50,0.76,,,
20250927T115510.00-0300,-29.245971,-50.921396,1.09,11,761.00,0.83,,,
20250927T115511.00-0300,-29.245972,-50.921399,0.59,11,759.90,0.83,,,
20250927T115512.00-0300,-29.245973,-50.921401,0.09,11,759.50,0.83,,,
20250927T115513.00-0300,-29.245973,-50.921401,0.26,11,759.00,0.83,,,
20250927T115514.00-0300,-29.245972,-50.921400,0.22,11,759.10,0.83,,,
20250927T115516.00-0300,-29.245976,-50.921401,0.19,11,758.60,0.83,,,
20250927T115517.00-0300,-29.245977,-50.921402,0.02,11,757.70,0.83,,,
20250927T115518.00-0300,-29.245978,-50.921402,0.22,11,757.20,0.83,,,
20250927T115519.00-0300,-29.245980,-50.921403,0.17,11,756.60,0.83,,,
20250927T115520.00-0300,-29.245980,-50.921403,0.41,11,756.20,0.83,,,
20250927T115521.00-0300,-29.245982,-50.921403,0.28,11,755.90,0.83,,,
20250927T115522.00-0300,-29.245984,-50.921403,0.20,12,755.50,0.83,,,
20250927T115523.00-0300,-29.245987,-50.921404,0.15,12,754.70,0.83,,,
20250927T115525.00-0300,-29.245992,-50.921406,0.39,12,753.00,0.83,,,
20250927T115526.00-0300,-29.245994,-50.921407,0.54,12,752.50,0.83,,,
20250927T115527.00-0300,-29.245996,-50.921407,0.48,12,751.80,0.83,,,
20250927T115528.00-0300,-29.245999,-50.921407,0.24,12,751.40,0.83,,,
20250927T115529.00-0300,-29.246001,-50.921408,0.17,12,751.00,0.83,,,
20250927T115530.00-0300,-29.246003,-50.921408,0.13,11,750.30,0.91,,,
20250927T115531.00-0300,-29.246005,-50.921409,0.19,11,749.60,0.91,,,
20250927T115533.00-0300,-29.246010,-50.921412,0.15,10,749.30,0.91,,,
20250927T115534.00-0300,-29.246013,-50.921414,0.02,11,748.10,0.83,,,
20250927T115535.00-0300,-29.246014,-50.921414,0.20,11,747.60,0.83,,,
20250927T115536.00-0300,-29.246016,-50.921416,0.04,11,747.40,0.83,,,
20250927T115537.00-0300,-29.246017,-50.921418,0.02,12,747.00,0.76,,,
20250927T115538.00-0300,-29.246018,-50.921418,0.06,12,747.10,0.76,,,
20250927T115736.00-0300,-29.245932,-50.921381,0.50,12,785.50,0.77,,,
20250927T115737.00-0300,-29.245930,-50.921381,0.41,12,785.70,0.84,,,
20250927T115738.00-0300,-29.245929,-50.921381,0.56,12,785.60,0.84,,,
20250927T115739.00-0300,-29.245929,-50.921382,0.41,12,785.70,0.84,,,
20250927T115740.00-0300,-29.245929,-50.921382,0.26,12,786.20,0.84,,,
20250927T115742.00-0300,-29.245929,-50.921382,0.13,12,786.30,0.84,,,
20250927T115743.00-0300,-29.245929,-50.921381,0.17,12,786.10,0.84,,,
20250927T115744.00-0300,-29.245929,-50.921381,0.19,12,785.90,0.77,,,
20250927T115745.00-0300,-29.245929,-50.921382,0.07,12,786.00,0.77,,,
20250927T115746.00-0300,-29.245929,-50.921383,0.43,12,786.50,0.77,,,
20250927T115747.00-0300,-29.245931,-50.921383,0.26,12,786.40,0.77,,,
20250927T115748.00-0300,-29.245931,-50.921383,0.06,12,786.50,0.77,,,
20250927T115750.00-0300,-29.245933,-50.921385,0.15,12,786.70,0.77,,,
20250927T115751.00-0300,-29.245934,-50.921386,0.19,12,787.40,0.77,,,
20250927T115752.00-0300,-29.245936,-50.921387,0.13,12,786.80,0.77,,,
20250927T115753.00-0300,-29.245938,-50.921389,0.07,12,786.30,0.77,,,
20250927T115754.00-0300,-29.245939,-50.921391,0.07,12,785.80,0.77,,,
20250927T115755.00-0300,-29.245942,-50.921393,0.04,12,785.20,0.77,,,
20250927T115756.00-0300,-29.245943,-50.921396,0.35,12,784.30,0.77,,,
20250927T115757.00-0300,-29.245943,-50.921398,0.24,12,783.70,0.84,,,
20250927T115759.00-0300,-29.245946,-50.921401,0.11,12,782.60,0.84,,,
20250927T115800.00-0300,-29.245947,-50.921403,0.11,12,782.30,0.84,,,
20250927T115801.00-0300,-29.245949,-50.921404,0.09,12,781.80,0.84,,,
20250927T115802.00-0300,-29.245950,-50.921405,0.33,12,781.30,0.84,,,
20250927T115803.00-0300,-29.245952,-50.921407,0.19,12,781.20,0.84,,,
20250927T115804.00-0300,-29.245954,-50.921408,0.31,12,780.70,0.84,,,
20250927T115805.00-0300,-29.245957,-50.921409,0.41,12,779.90,0.84,,,
20250927T115807.00-0300,-29.245961,-50.921408,0.24,12,779.00,0.77,,,
20250927T115808.00-0300,-29.245963,-50.921408,0.37,12,777.30,0.77,,,
20250927T115809.00-0300,-29.245966,-50.921409,0.44,12,776.60,0.77,,,
20250927T115810.00-0300,-29.245969,-50.921408,0.20,12,775.70,0.77,,,
20250927T115811.00-0300,-29.245971,-50.921406,0.46,12,774.70,0.77,,,
20250927T115812.00-0300,-29.245972,-50.921405,0.26,12,774.60,0.77,,,
20250927T115813.00-0300,-29.245972,-50.921404,0.13,12,774.70,0.77,,,
20250927T115814.00-0300,-29.245972,-50.921403,0.20,12,774.80,0.77,,,
20250927T115816.00-0300,-29.245972,-50.921403,0.28,12,774.50,0.77,,,
20250927T115817.00-0300,-29.245972,-50.921403,0.39,12,774.50,0.77,,,
20250927T115818.00-0300,-29.245973,-50.921403,0.15,12,774.40,0.77,,,
20250927T115819.00-0300,-29.245974,-50.921403,0.11,12,773.80,0.77,,,
20250927T115820.00-0300,-29.245974,-50.921402,0.15,12,773.40,0.77,,,
20250927T115821.00-0300,-29.245975,-50.921401,0.04,12,773.10,0.77,,,
20250927T115822.00-0300,-29.245976,-50.921401,0.15,12,773.10,0.77,,,
20250927T115824.00-0300,-29.245977,-50.921400,0.41,12,772.70,0.77,,,
20250927T115825.00-0300,-29.245977,-50.921400,0.30,12,772.10,0.77,,,
20250927T115826.00-0300,-29.245976,-50.921401,0.30,12,772.40,0.77,,,
20250927T115827.00-0300,-29.245975,-50.921402,0.11,12,772.10,0.77,,,
20250927T115828.00-0300,-29.245974,-50.921402,0.11,12,772.10,0.77,,,
20250927T115829.00-0300,-29.245975,-50.921404,0.09,12,772.00,0.77,,,
20250927T115830.00-0300,-29.245974,-50.921404,0.17,12,771.80,0.80,,,
20250927T115832.00-0300,-29.245974,-50.921405,0.15,12,771.30,0.74,,,
20250927T115833.00-0300,-29.245975,-50.921405,0.19,12,770.40,0.77,,,
20250927T115834.00-0300,-29.245975,-50.921406,0.19,12,770.20,0.77,,,
20250927T115835.00-0300,-29.245975,-50.921406,0.22,12,769.90,0.77,,,
20250927T115836.00-0300,-29.245975,-50.921408,0.07,12,769.90,0.70,,,
20250927T115837.00-0300,-29.245974,-50.921408,0.17,12,769.80,0.73,,,
20250927T115838.00-0300,-29.245974,-50.921409,0.24,12,769.60,0.73,,,
20250927T115839.00-0300,-29.245972,-50.921410,0.22,12,769.70,0.70,,,
20250927T115840.00-0300,-29.245972,-50.921410,0.07,12,769.70,0.73,,,
20250927T115841.00-0300,-29.245971,-50.921411,0.13,12,769.90,0.70,,,
20250927T115843.00-0300,-29.245969,-50.921413,0.09,12,770.30,0.78,,,
20250927T115844.00-0300,-29.245969,-50.921414,0.06,12,770.50,0.70,,,
20250927T115845.00-0300,-29.245969,-50.921415,0.04,12,770.80,0.70,,,
20250927T115846.00-0300,-29.245968,-50.921416,0.19,12,771.50,0.70,,,
20250927T115847.00-0300,-29.245967,-50.921417,0.15,12,771.90,0.70,,,
20250927T115848.00-0300,-29.245967,-50.921419,0.11,12,772.30,0.70,,,
20250927T115849.00-0300,-29.245967,-50.921420,0.24,12,772.60,0.70,,,
